Header,Gene_Code
fig|573.39786.peg.2777,nanE_268_bv
fig|69218.53.peg.4115,nanE_269_bv
fig|1351.2359.peg.1230,nanE_270_bv
fig|624.2190.peg.588,nanE_271_bv
fig|573.13580.peg.777,nanE_272_bv
fig|208962.170.peg.627,nanE_273_bv
fig|1416746.3.peg.3072,nanE_274_bv
fig|1305825.3.peg.3711,nanE_275_bv
fig|562.67688.peg.3416,nanE_276_bv
fig|1283.848.peg.1519,nanE_277_bv
fig|1883426.3.peg.3621,nanE_278_bv
fig|584.1495.peg.3572,nanE_279_bv
fig|1643.64.peg.2291,nanE_280_bv
fig|571.605.peg.3902,nanE_281_bv
fig|1313.20380.peg.1252,nanE_282_bv
fig|1307.3149.peg.1815,nanE_283_bv
fig|2293185.3.peg.691,nanE_284_bv
fig|550.731.peg.2207,nanE_285_bv
fig|1512.11.peg.4221,nanE_286_bv
fig|2486221.3.peg.2719,nanE_287_bv
fig|1283.729.peg.602,nanE_288_bv
fig|1639.5793.peg.1249,nanE_289_bv
fig|1313.10490.peg.799,nanE_290_bv
fig|1590.2073.peg.3006,nanE_291_bv
fig|1232457.3.peg.168,nanE_292_bv
fig|1737424.70.peg.603,nanE_293_bv
fig|747.370.peg.1155,nanE_294_bv
fig|363569.39.peg.949,nanE_295_bv
fig|590.13343.peg.3146,nanE_296_bv
fig|1265818.5.peg.393,nanE_297_bv
fig|2026724.828.peg.942,nanE_298_bv
fig|615.788.peg.3133,nanE_299_bv
fig|286138.135.peg.132,nanE_300_bv
fig|2702.455.peg.301,nanE_301_bv
fig|672.153.peg.835,nanE_302_bv
fig|571.661.peg.14,nanE_303_bv
fig|2795030.3.peg.1681,nanE_304_bv
fig|1324323.3.peg.3018,nanE_305_bv
fig|2044939.810.peg.994,nanE_306_bv
fig|1238.343.peg.3082,nanE_307_bv
fig|2777957.3.peg.4770,nanE_308_bv
fig|1914461.3.peg.2176,nanE_309_bv
fig|1151199.3.peg.2646,nanE_310_bv
fig|1280.16681.peg.1162,nanE_311_bv
fig|2781952.3.peg.4621,nanE_312_bv
fig|1639.3688.peg.810,nanE_313_bv
fig|715.147.peg.1145,nanE_314_bv
fig|1395112.3.peg.3875,nanE_315_bv
fig|1590.934.peg.638,nanE_316_bv
fig|2731680.3.peg.136,nanE_317_bv
fig|1639.4378.peg.281,nanE_318_bv
fig|1938608.3.peg.3886,nanE_319_bv
fig|1747.781.peg.2141,nanE_320_bv
fig|573.24296.peg.2610,nanE_321_bv
fig|569.29.peg.2940,nanE_322_bv
fig|492670.437.peg.1528,nanE_323_bv
fig|2576411.3.peg.4016,nanE_324_bv
fig|573.34086.peg.1613,nanE_325_bv
fig|2685953.4.peg.5567,nanE_326_bv
fig|573.12942.peg.640,nanE_327_bv
fig|1311.384.peg.1905,nanE_328_bv
fig|1214215.3.peg.105,nanE_329_bv
fig|1496.2307.peg.635,nanE_330_bv
fig|224729.38.peg.712,nanE_331_bv
fig|1720349.29.peg.2102,nanE_332_bv
fig|1311.233.peg.802,nanE_333_bv
fig|1465.70.peg.679,nanE_334_bv
fig|1095740.3.peg.1035,nanE_335_bv
fig|1313.24143.peg.606,nanE_336_bv
fig|1238.369.peg.417,nanE_337_bv
fig|2044468.4.peg.3800,nanE_338_bv
fig|28144.220.peg.1262,nanE_339_bv
fig|1912064.3.peg.2483,nanE_340_bv
fig|46867.143.peg.436,nanE_341_bv
fig|727.3009.peg.899,nanE_342_bv
fig|727.3020.peg.953,nanE_343_bv
fig|562.78265.peg.3679,nanE_344_bv
fig|1121339.3.peg.439,nanE_345_bv
fig|1314.2707.peg.1218,nanE_346_bv
fig|1496.2296.peg.2685,nanE_347_bv
fig|1951692.3.peg.2975,nanE_348_bv
fig|550.647.peg.4466,nanE_349_bv
fig|75985.230.peg.49,nanE_350_bv
fig|1763363.3.peg.2998,nanE_351_bv
fig|703.54.peg.1267,nanE_352_bv
fig|2572905.3.peg.4991,nanE_353_bv
fig|1854058.5.peg.960,nanE_354_bv
fig|615.1095.peg.1008,nanE_355_bv
fig|28035.168.peg.253,nanE_356_bv
fig|548.686.peg.3223,nanE_357_bv
fig|1242107.3.peg.571,nanE_358_bv
fig|573.36046.peg.3675,nanE_359_bv
fig|1490.30.peg.1417,nanE_360_bv
fig|1134687.222.peg.1993,nanE_361_bv
fig|28901.6081.peg.985,nanE_362_bv
fig|2692797.3.peg.1651,nanE_363_bv
fig|28901.9750.peg.2808,nanE_364_bv
fig|51288.23.peg.3023,nanE_365_bv
fig|1280.10511.peg.1195,nanE_366_bv
fig|1639.6852.peg.2173,nanE_367_bv
fig|1352.3491.peg.1416,nanE_368_bv
fig|562.33535.peg.2899,nanE_369_bv
fig|2135472.3.peg.4739,nanE_370_bv
fig|562.46174.peg.1581,nanE_371_bv
fig|28901.2999.peg.89,nanE_372_bv
fig|2056495.3.peg.6206,nanE_373_bv
fig|83655.81.peg.3419,nanE_374_bv
fig|1280.2180.peg.644,nanE_375_bv
fig|2742634.3.peg.1167,nanE_376_bv
fig|1446506.3.peg.1385,nanE_377_bv
fig|1352.10499.peg.784,nanE_378_bv
fig|165185.933.peg.1737,nanE_379_bv
fig|1751881.15.peg.1619,nanE_380_bv
fig|297314.2301.peg.1465,nanE_381_bv
fig|244328.4298.peg.1943,nanE_382_bv
fig|1862672.13.peg.1147,nanE_383_bv
fig|2364082.59.peg.5537,nanE_384_bv
fig|35703.138.peg.4311,nanE_385_bv
fig|573.43008.peg.1351,nanE_386_bv
fig|562.87858.peg.1253,nanE_387_bv
fig|1307.4609.peg.1400,nanE_388_bv
fig|1307.4613.peg.119,nanE_389_bv
fig|1639.11065.peg.1505,nanE_390_bv
fig|1639.11052.peg.1252,nanE_391_bv
fig|1869227.1904.peg.196,nanE_392_bv
fig|2775585.5.peg.855,nanE_393_bv
fig|2052143.396.peg.443,nanE_394_bv
fig|1463165.657.peg.325,nanE_395_bv
fig|1747.1067.peg.791,nanE_396_bv
fig|158789.12.peg.2604,nanE_397_bv
fig|290335.25.peg.1274,nanE_398_bv
fig|299766.169.peg.3558,nanE_399_bv
fig|148942.1233.peg.2359,nanE_400_bv
fig|274587.79.peg.346,nanE_401_bv
fig|550.3328.peg.1161,nanE_402_bv
fig|1352.14033.peg.4754,nanE_403_bv
fig|550.3271.peg.3595,nanE_404_bv
fig|99822.75.peg.268,nanE_405_bv
fig|84112.441.peg.3258,nanE_406_bv
fig|154535.127.peg.1833,nanE_407_bv
fig|159271.30.peg.2986,nanE_408_bv
fig|1639.11261.peg.2701,nanE_409_bv
fig|1667327.63.peg.4577,nanE_410_bv
fig|2053689.21.peg.1391,nanE_411_bv
fig|1898103.286.peg.2226,nanE_412_bv
fig|158836.1533.peg.3096,nanE_413_bv
fig|462198.25.peg.264,nanE_414_bv
fig|83655.153.peg.2955,nanE_415_bv
fig|84112.435.peg.2277,nanE_416_bv
fig|1307.4796.peg.314,nanE_417_bv
fig|39486.432.peg.2554,nanE_418_bv
fig|1254.540.peg.588,nanE_419_bv
fig|562.88769.peg.4584,nanE_420_bv
fig|40041.456.peg.1268,nanE_421_bv
fig|40041.474.peg.2352,nanE_422_bv
fig|1717.766.peg.153,nanE_423_bv
fig|1280.37086.peg.2280,nanE_424_bv
fig|2890836.3.peg.2749,nanE_425_bv
fig|1812934.24.peg.3593,nanE_426_bv
fig|54291.408.peg.984,nanE_427_bv
fig|630.371.peg.1516,nanE_428_bv
fig|1351.5660.peg.2117,nanE_429_bv
fig|1280.36902.peg.303,nanE_430_bv
fig|2771197.4.peg.1764,nanE_431_bv
fig|1898103.188.peg.568,nanE_432_bv
fig|672.1449.peg.1384,nanE_433_bv
fig|2775583.4.peg.2584,nanE_434_bv
fig|2876082.4.peg.2905,nanE_435_bv
fig|2771143.4.peg.2468,nanE_436_bv
fig|1917868.22.peg.2225,nanE_437_bv
fig|823.3755.peg.4215,nanE_438_bv
fig|357441.118.peg.848,nanE_439_bv
fig|28141.922.peg.1249,nanE_440_bv
fig|1747.1055.peg.1716,nanE_441_bv
fig|40041.488.peg.276,nanE_442_bv
fig|40041.486.peg.1886,nanE_443_bv
fig|2879150.5.peg.66,nanE_444_bv
fig|2364082.65.peg.4167,nanE_445_bv
fig|1211.114.peg.1277,nanE_446_bv
fig|57045.80.peg.4694,nanE_447_bv
fig|238202.14.peg.649,nanE_448_bv
fig|571.1341.peg.5885,nanE_449_bv
fig|53440.3.peg.1176,nanE_450_bv
fig|158836.1365.peg.3644,nanE_451_bv
fig|714.686.peg.1518,nanE_452_bv
fig|1522.193.peg.3730,nanE_453_bv
fig|1502.2545.peg.156,nanE_454_bv
fig|1296.273.peg.1546,nanE_455_bv
fig|274587.64.peg.329,nanE_456_bv
fig|316094.11.peg.336,nanE_457_bv
fig|1305.883.peg.1126,nanE_458_bv
fig|757249.7.peg.986,nanE_459_bv
fig|84135.242.peg.23,nanE_460_bv
fig|573.46092.peg.4293,nanE_461_bv
fig|1717.1024.peg.210,nanE_462_bv
fig|562.99252.peg.1977,nanE_463_bv
fig|562.100897.peg.679,nanE_464_bv
fig|727.1421.peg.1553,nanE_465_bv
fig|2692769.3.peg.1421,nanE_466_bv
fig|562.30224.peg.2892,nanE_467_bv
fig|28901.4664.peg.4833,nanE_468_bv
fig|29382.46.peg.1588,nanE_469_bv
fig|727.1245.peg.1472,nanE_470_bv
fig|573.18456.peg.5706,nanE_471_bv
fig|28141.626.peg.1633,nanE_472_bv
fig|1624.382.peg.460,nanE_473_bv
fig|28901.4551.peg.930,nanE_474_bv
fig|937928.3.peg.2144,nanE_475_bv
fig|59620.48.peg.4066,nanE_476_bv
fig|159275.14.peg.551,nanE_477_bv
fig|1492.179.peg.3066,nanE_478_bv
fig|2604148.4.peg.1946,nanE_479_bv
fig|429727.5.peg.3632,nanE_480_bv
fig|573.27591.peg.2885,nanE_481_bv
fig|1812935.96.peg.3694,nanE_482_bv
fig|548.443.peg.3086,nanE_483_bv
fig|2608247.3.peg.636,nanE_484_bv
fig|1313.21116.peg.1416,nanE_485_bv
fig|1891238.502.peg.2128,nanE_486_bv
fig|1720349.62.peg.1022,nanE_487_bv
fig|1871066.465.peg.7229,nanE_488_bv
fig|1313.20640.peg.1108,nanE_489_bv
fig|59201.1412.peg.4678,nanE_490_bv
fig|74706.11.peg.58,nanE_491_bv
fig|1283.51.peg.3576,nanE_492_bv
fig|573.15539.peg.1274,nanE_493_bv
fig|1543965.3.peg.630,nanE_494_bv
fig|28901.8129.peg.917,nanE_495_bv
fig|67282.13.peg.2681,nanE_496_bv
fig|862259.3.peg.548,nanE_497_bv
fig|67824.3.peg.514,nanE_498_bv
fig|658662.3.peg.1931,nanE_499_bv
fig|755902.3.peg.1424,nanE_500_bv
fig|1412622.3.peg.2532,nanE_501_bv
fig|1286.76.peg.1201,nanE_502_bv
fig|1736338.3.peg.2441,nanE_503_bv
fig|738.16.peg.2285,nanE_504_bv
fig|1903186.3.peg.3752,nanE_505_bv
fig|1313.34557.peg.435,nanE_506_bv
fig|90370.410.peg.1012,nanE_507_bv
fig|1946660.3.peg.1164,nanE_508_bv
fig|1381086.3.peg.1574,nanE_509_bv
fig|562.38943.peg.5156,nanE_510_bv
fig|1073571.4.peg.1396,nanE_511_bv
fig|83427.15.peg.141,nanE_512_bv
fig|758.37.peg.1614,nanE_513_bv
fig|39483.6.peg.1074,nanE_514_bv
fig|686.104.peg.3648,nanE_515_bv
fig|1314.2134.peg.963,nanE_516_bv
fig|1444127.3.peg.4585,nanE_517_bv
fig|1596.81.peg.1608,nanE_518_bv
fig|1763549.11.peg.1572,nanE_519_bv
fig|993071.7.peg.379,nanE_520_bv
fig|361279.4.peg.342,nanE_521_bv
fig|1596.295.peg.1289,nanE_522_bv
fig|1972757.3.peg.4199,nanE_523_bv
fig|189426.14.peg.3058,nanE_524_bv
fig|1435056.3.peg.1595,nanE_525_bv
fig|1314.1233.peg.1595,nanE_526_bv
fig|47770.33.peg.995,nanE_527_bv
fig|1314.1383.peg.1455,nanE_528_bv
fig|573.10019.peg.240,nanE_529_bv
fig|550.1417.peg.3079,nanE_530_bv
fig|2650472.3.peg.437,nanE_531_bv
fig|1993869.3.peg.1400,nanE_532_bv
fig|550.456.peg.1972,nanE_533_bv
fig|1639.2880.peg.2736,nanE_534_bv
fig|562.12887.peg.3755,nanE_535_bv
fig|37637.11.peg.899,nanE_536_bv
fig|2014880.4.peg.2705,nanE_537_bv
fig|433286.4.peg.2479,nanE_538_bv
fig|1314.1109.peg.741,nanE_539_bv
fig|290339.8.peg.474,nanE_540_bv
fig|573.15699.peg.2265,nanE_541_bv
fig|1400864.3.peg.3247,nanE_542_bv
fig|47770.572.peg.1524,nanE_543_bv
fig|482234.3.peg.683,nanE_544_bv
fig|573.10083.peg.3865,nanE_545_bv
fig|54388.94.peg.2748,nanE_546_bv
fig|59204.52.peg.1142,nanE_547_bv
fig|721123.3.peg.2370,nanE_548_bv
fig|208224.121.peg.1769,nanE_549_bv
fig|1336205.3.peg.3452,nanE_550_bv
fig|2572899.3.peg.1485,nanE_551_bv
fig|28037.507.peg.103,nanE_552_bv
fig|1351.2156.peg.2170,nanE_553_bv
fig|208479.17.peg.333,nanE_554_bv
fig|747656.9.peg.1921,nanE_555_bv
fig|1491.429.peg.303,nanE_556_bv
fig|1395624.3.peg.932,nanE_557_bv
fig|1351.291.peg.2847,nanE_558_bv
fig|1280.10041.peg.1486,nanE_559_bv
fig|1658110.3.peg.54,nanE_560_bv
fig|1502.1077.peg.2426,nanE_561_bv
fig|192953.21.peg.3216,nanE_562_bv
fig|2485152.3.peg.5151,nanE_563_bv
fig|33945.8.peg.151,nanE_564_bv
fig|615.517.peg.1009,nanE_565_bv
fig|1300165.3.peg.4989,nanE_566_bv
fig|1642.197.peg.1667,nanE_567_bv
fig|1307.2015.peg.630,nanE_568_bv
fig|727.1516.peg.78,nanE_569_bv
fig|1639.5559.peg.345,nanE_570_bv
fig|2447891.3.peg.4048,nanE_571_bv
fig|61645.191.peg.2742,nanE_572_bv
fig|28901.5127.peg.3470,nanE_573_bv
fig|1885576.5.peg.2945,nanE_574_bv
fig|1640.142.peg.996,nanE_575_bv
fig|1463165.283.peg.2790,nanE_576_bv
fig|1679.114.peg.1390,nanE_577_bv
fig|1640.136.peg.561,nanE_578_bv
fig|590.12926.peg.492,nanE_579_bv
fig|1286362.3.peg.1416,nanE_580_bv
fig|1967612.5.peg.850,nanE_581_bv
fig|40520.8.peg.1194,nanE_582_bv
fig|2044939.1122.peg.610,nanE_583_bv
fig|1904441.370.peg.3891,nanE_584_bv
fig|1314.1619.peg.1402,nanE_585_bv
fig|550.1646.peg.1934,nanE_586_bv
fig|1313.14118.peg.2478,nanE_587_bv
fig|139.226.peg.630,nanE_588_bv
fig|636.28.peg.3513,nanE_589_bv
fig|1351.354.peg.1891,nanE_590_bv
fig|1314.1737.peg.1552,nanE_591_bv
fig|562.34310.peg.686,nanE_592_bv
fig|45634.56.peg.1735,nanE_593_bv
fig|40480.5.peg.513,nanE_594_bv
fig|562.19169.peg.4293,nanE_595_bv
fig|90370.243.peg.1560,nanE_596_bv
fig|100884.13.peg.2393,nanE_597_bv
fig|50421.49.peg.3364,nanE_598_bv
fig|1406.81.peg.348,nanE_599_bv
fig|727.1187.peg.488,nanE_600_bv
fig|666.2110.peg.1918,nanE_601_bv
fig|2026724.854.peg.575,nanE_602_bv
fig|28901.4784.peg.2672,nanE_603_bv
